artist,lyrics,song_name,artist_key,url,words count,unique words count
עידן עמדי,"['אז', 'יצאנו', 'לרחובות', 'דבר', 'כזה', 'צריכים', 'לראות', 'בין', 'אוהלים', 'למסעדות', 'עמדה', 'במה', 'עליה', 'אנשים', 'דיברו', 'על', 'גאולה', 'אם', 'נדבר', 'על', 'גאולות', 'על', 'מושיעים', 'על', 'נבואות', 'היום', 'של', 'המשיח', 'זה', 'דירה', 'אם', 'אפשר', 'שתהיה', 'קרובה', 'לים', 'בעיתון', 'יזמרו', 'הכותרות', 'על', 'איך', 'נכון', 'לחיות', 'מה', 'נכון', 'להיות', 'מן', 'שקר', 'מיוחד', 'מרושע', 'אין', 'לו', 'רגליים', 'אבל', 'יש', 'לו', 'נשמה', 'יש', 'לו', 'חליפה', 'יפה', 'יש', 'לו', 'שם', 'כזה', 'נפלא', 'קוראים', 'לו', 'מו', 'לה', 'כך', 'יצאנו', 'לרחובות', 'דבר', 'כזה', 'צריך', 'לראות', 'בין', 'מיתונים', 'למלחמות', 'אותה', 'במה', 'עליה', 'אנשים', 'התווכחו', 'על', 'המצב', 'רק', 'אני', 'אביא', 'שלום', 'רק', 'אני', 'אביא', 'חזון', 'רק', 'אני', 'יוריד', 'לכם', 'גשמי', 'ברכה', 'הכל', 'אני', 'הכל', 'רק', 'חלק', 'ממספר', 'בעיתון', 'יזמרו', 'הכותרות', 'על', 'איך', 'נכון', 'לחיות', 'מה', 'נכון', 'להיות', 'מן', 'שקר', 'מיוחד', 'מרושע', 'אין', 'לו', 'רגליים', 'אבל', 'יש', 'לו', 'נשמה', 'יש', 'לו', 'חליפה', 'יפה', 'יש', 'לו', 'שם', 'כזה', 'נפלא', 'קוראים', 'לו', 'מו', 'לה', 'אחרי', 'הכל', 'יגיע', 'טוב', 'ימלא', 'את', 'הרחוב', 'יטע', 'שלום', 'בכל', 'אדם', 'מכאן', 'ימשיך', 'אל', 'העולם', 'זה', 'היה', 'עכשיו', 'על', 'המרקע', 'קוראים', 'לזה', 'מו', 'לה']",תעמולה,Artist_Idan_Amadi,http://shironet.mako.co.il/artist?type=lyrics&lang=1&prfid=12746&wrkid=41227,164,92
עידן עמדי,"['עכשיו', 'הכל', 'נראה', 'אחרת', 'תלבשי', 'ארוך', 'אם', 'את', 'הולכת', 'בחוץ', 'האנשים', 'סגורים', 'בעצמם', 'הפכו', 'קרים', 'אני', 'לא', 'יודע', 'למה', 'בדיוק', 'הנעתי', 'את', 'הרכב', 'סחטתי', 'את', 'דוושת', 'הדלק', 'ממהר', 'תראי', 'הזמן', 'פה', 'מטפטף', 'מהחלון', 'הכל', 'חולף', 'בסוף', 'רק', 'השמיים', 'נשארים', 'אם', 'אנחנו', 'כאן', 'אם', 'עוד', 'רגע', 'זה', 'עובר', 'אם', 'העולם', 'קצת', 'השתגע', 'מתנדנד', 'על', 'הקצה', 'אם', 'אנחנו', 'כאן', 'בין', 'דמיון', 'לאמיתי', 'תסתכלי', 'לי', 'בעיניים', 'שאדע', 'שאת', 'איתי', 'אז', 'בחרתי', 'להמשיך', 'לנוע', 'אני', 'אחד', 'שחי', 'מגעגוע', 'כבר', 'לא', 'זוכר', 'למה', 'אולי', 'לבני', 'אדם', 'בלי', 'מסיכות', 'אל', 'תתחפשי', 'הכי', 'יפה', 'לך', 'ככה', 'בדיוק', 'הזמרים', 'שלך', 'ברדיו', 'מריצים', 'מילים', 'שבויים', 'בים', 'הפלסטיק', 'שנשפך', 'פה', 'אל', 'תחביאי', 'את', 'הלב', 'שלך', 'כמותם', 'אהובתי', 'לב', 'פועם', 'הוא', 'רמז', 'שאנחנו', 'בחיים', 'אם', 'אנחנו', 'כאן', 'אם', 'עוד', 'רגע', 'זה', 'עובר', 'אם', 'העולם', 'קצת', 'השתגע', 'מתנדנד', 'על', 'הקצה', 'אם', 'אנחנו', 'כאן', 'בין', 'דמיון', 'לאמיתי', 'תסתכלי', 'לי', 'בעיניים', 'שאדע', 'שאת', 'איתי']",תסתכלי לי בעיניים,Artist_Idan_Amadi,http://shironet.mako.co.il/artist?type=lyrics&lang=1&prfid=12746&wrkid=51420,140,96
עידן עמדי,"['מה', 'שהיה', 'תשכח', 'מזה', 'מה', 'שיהיה', 'לא', 'משנה', 'מה', 'שאבקש', 'בעולם', 'כזה', 'תן', 'לי', 'את', 'היום', 'הזה', 'תן', 'לי', 'שמש', 'על', 'הבוקר', 'יונה', 'מעל', 'הגג', 'תן', 'לי', 'תכלת', 'ברקיע', 'תן', 'לי', 'יום', 'אחד', 'של', 'חג', 'מה', 'שהיה', 'תן', 'לי', 'אהבה', 'חולפת', 'תן', 'לי', 'אהבת', 'עולם', 'תן', 'לי', 'יד', 'שמלטפת', 'רק', 'אותי', 'מבין', 'כולם', 'כי', 'כל', 'מה', 'שהיה', 'תשכח', 'מזה']",תן לי,Artist_Idan_Amadi,http://shironet.mako.co.il/artist?type=lyrics&lang=1&prfid=12746&wrkid=54136,59,39
עידן עמדי,"['כבר', 'ניסינו', 'להיות', 'איך', 'שרצינו', 'ממזמן', 'זה', 'עולם', 'של', 'לנסות', 'יש', 'שיעורים', 'שעוד', 'קשה', 'ללמוד', 'אותם', 'בנסיעה', 'הישנה', 'פתאום', 'נראה', 'לי', 'די', 'פשוט', 'שנברח', 'לאיזה', 'יום', 'נתרכז', 'בו', 'בכל', 'מה', 'שחשוב', 'אמר', 'לי', 'פעם', 'איש', 'העולם', 'הזה', 'קצר', 'אז', 'תשמח', 'ממה', 'שיש', 'תשמח', 'מכל', 'מה', 'שאפשר', 'תשמח', 'כל', 'עוד', 'אתה', 'איתה', 'תשמח', 'כל', 'עוד', 'אתה', 'קיים', 'אז', 'בואי', 'נאהב', 'פשוט', 'היום', 'אם', 'כבר', 'מחר', 'זה', 'נעלם', 'גלי', 'הרדיו', 'מלאים', 'באהבות', 'דרמטיות', 'קשות', 'אולי', 'אנחנו', 'דור', 'כזה', 'אולי', 'כשקל', 'לנו', 'קשה', 'לנו', 'לכתוב', 'גם', 'יש', 'כאלה', 'אנשים', 'כדי', 'להרגיש', 'חיים', 'בזמן', 'הם', 'יעשו', 'סמים', 'קשים', 'הם', 'יתפשטו', 'הם', 'ישרפו', 'את', 'העולם', 'כך', 'אמר', 'לי', 'פעם', 'איש']",רצינו להיות,Artist_Idan_Amadi,http://shironet.mako.co.il/artist?type=lyrics&lang=1&prfid=12746&wrkid=40114,105,82
עידן עמדי,"['היום', 'שבתי', 'אל', 'החדר', 'לתצפת', 'על', 'התקרה', 'איך', 'היא', 'בניגוד', 'אלינו', 'עוד', 'נותרה', 'קצת', 'נקייה', 'כי', 'רציתי', 'קצת', 'לשכוח', 'לזרוק', 'את', 'זה', 'רחוק', 'בעוד', 'ניסיון', 'כושל', 'של', 'להפוך', 'מר', 'למתוק', 'עוד', 'אחד', 'הפך', 'פיקח', 'אז', 'הוא', 'מעדיף', 'לשתוק', 'בין', 'כל', 'הפיקחים', 'האלו', 'כל', 'כך', 'בא', 'לי', 'כבר', 'לצעוק', 'ערב', 'שוב', 'יורד', 'צונח', 'לרחוב', 'בין', 'אלפי', 'פושטי', 'ידיים', 'נשמות', 'אבודות', 'כשהערב', 'שוב', 'יורד', 'נופל', 'אל', 'הבור', 'גם', 'אני', 'עכשיו', 'פושט', 'ידי', 'מבקש', 'לחזור', 'כשהחושך', 'משתלט', 'עלי', 'אני', 'רץ', 'אל', 'האור', 'היום', 'שבתי', 'אל', 'החדר', 'מטאטא', 'את', 'הרצפה', 'התחלתי', 'לשפוך', 'מים', 'מקרצף', 'את', 'הנשמה', 'סגרתי', 'את', 'הדלת', 'ממתין', 'לשעת', 'הנעילה', 'בינינו', 'רק', 'האל', 'יודע', 'מה', 'ייחתם', 'לי', 'בסופה', 'עוד', 'אחד', 'הפך', 'פיקח', 'אז', 'הוא', 'מעדיף', 'לשתוק', 'בין', 'כל', 'הפיקחים', 'האלו', 'כל', 'כך', 'בא', 'לי', 'כבר', 'לצעוק', 'ערב', 'שוב', 'יורד']",רץ אל האור,Artist_Idan_Amadi,http://shironet.mako.co.il/artist?type=lyrics&lang=1&prfid=12746&wrkid=31220,127,89
עידן עמדי,"['לילה', 'קר', 'עבר', 'במסכים', 'בדרך', 'כלל', 'האנשים', 'שם', 'מחייכים', 'גם', 'את', 'חייכת', 'אליי', 'עד', 'לא', 'מזמן', 'קרוב', 'אלייך', 'רחוק', 'מבני', 'אדם', 'שנים', 'הלכתי', 'בלי', 'להאמין', 'דפוק', 'בראש', 'חזרתי', 'מכל', 'הדרכים', 'מי', 'יודע', 'איך', 'ראית', 'את', 'זה', 'עליי', 'קרוב', 'אלייך', 'רחוק', 'מכאביי', 'לפעמים', 'על', 'הבמה', 'מרגיש', 'חיים', 'עוצם', 'עיניים', 'רואה', 'אותנו', 'מנשקים', 'אז', 'לרגע', 'מסוים', 'עוצר', 'הכל', 'כן', 'גם', 'הזמן', 'המריר', 'הזה', 'שפה', 'אז', 'פתאום', 'אני', 'מלא', 'געגועים', 'אולי', 'זאת', 'את', 'אולי', 'זה', 'סתם', 'ימים', 'טרופים', 'אם', 'יכולתי', 'עכשיו', 'הייתי', 'רץ', 'לשם', 'הכי', 'קרוב', 'אלייך', 'הכי', 'רחוק', 'מהעולם', 'כנראה', 'אנחנו', 'אנשים', 'שונים', 'אנחנו', 'בוחרים', 'לנו', 'את', 'החיים', 'אם', 'אני', 'לא', 'טועה', 'ככה', 'את', 'אמרת', 'קרוב', 'אלייך', 'לקלישאות', 'על', 'אמונה', 'תמיד', 'אהבת', 'אנשים', 'מסובכים', 'מטורף', 'כמוך', 'לא', 'פגשתי', 'בחיים', 'עושים', 'דברים', 'משוגעים', 'באהבה', 'קרוב', 'אלייך', 'עם', 'אלוהים', 'בממתינה', 'לפעמים', 'על', 'הבמה', 'מרגיש', 'חיים', 'עוצם', 'עיניים', 'רואה', 'אותנו', 'מנשקים', 'אז', 'לרגע', 'מסוים', 'עוצר', 'הכל', 'כן', 'גם', 'הזמן', 'המריר', 'הזה', 'שפה', 'אז', 'פתאום', 'אני', 'מלא', 'געגועים', 'אולי', 'זאת', 'את', 'אולי', 'זה', 'סתם', 'ימים', 'טרופים', 'אם', 'יכולתי', 'עכשיו', 'הייתי', 'רץ', 'לשם', 'הכי', 'קרוב', 'אלייך', 'הכי', 'רחוק', 'מהעולם']",קרוב,Artist_Idan_Amadi,http://shironet.mako.co.il/artist?type=lyrics&lang=1&prfid=12746&wrkid=39155,172,100
עידן עמדי,"['בפינת', 'אליהו', 'סלמן', 'שהיה', 'רחוב', 'קישון', 'אני', 'זוכר', 'ילדים', 'מבולגנים', 'רצים', 'ברחובות', 'עם', 'כל', 'מה', 'שהיה', 'בי', 'פעם', 'שהשאיר', 'אותי', 'בוער', 'היום', 'עוד', 'קל', 'לי', 'להרגיש', 'אבל', 'קשה', 'לי', 'לתאר', 'זה', 'כבר', 'עולם', 'אחר', 'בפינת', 'אליהו', 'סלמן', 'מצד', 'חכם', 'שלום', 'תמונות', 'של', 'בגין', 'בצהוב', 'שחור', 'מקשטות', 'את', 'הגדרות', 'מבית', 'הכנסת', 'הדרומי', 'יש', 'ניחוחות', 'קפה', 'תה', 'אי', 'שם', 'הזמן', 'עצר', 'מלכת', 'אי', 'שם', 'חדל', 'להתפורר', 'מלמהר', 'היא', 'אומרת', 'לי', 'תבין', 'פשוט', 'זה', 'ככה', 'אנשים', 'חיים', 'את', 'מה', 'שפעם', 'היה', 'היא', 'אומרת', 'לי', 'תבין', 'פשוט', 'זה', 'ככה', 'אנשים', 'צובעים', 'בצבע', 'חם', 'את', 'הזמן', 'את', 'שנשכח', 'נעלם', 'כל', 'איזה', 'רגש', 'שנרדם', 'כל', 'זיכרון', 'ישן', 'קול', 'זיכרון', 'ישן', 'מפינת', 'אליהו', 'סלמן', 'שמקביל', 'לרחוב', 'ירקון', 'בתוך', 'שלוש', 'דק', 'אתה', 'בשוק', 'מתערבב', 'עם', 'ההמון', 'שורה', 'של', 'דוכני', 'פלאפל', 'שיתנו', 'לך', 'לב', 'שם', 'המזל', 'שולט', 'בסמטאות', 'מה', 'שהיה', 'הוא', 'שיהיה', 'או', 'לא', 'יהיה', 'היא', 'אומרת', 'לי', 'תבין', 'פשוט', 'זה', 'ככה', 'אנשים', 'חיים', 'את', 'מה', 'שפעם', 'היה', 'היא', 'אומרת', 'לי', 'תבין', 'פשוט', 'זה', 'ככה', 'אנשים', 'צובעים', 'בצבע', 'חם', 'את', 'הזמן', 'את', 'שנשכח', 'נעלם', 'כל', 'איזה', 'רגש', 'שנרדם', 'כל', 'זיכרון', 'ישן', 'קול', 'זיכרון', 'ישן']",קול זיכרון ישן,Artist_Idan_Amadi,http://shironet.mako.co.il/artist?type=lyrics&lang=1&prfid=12746&wrkid=38092,175,103
עידן עמדי,"['תראי', 'ברגע', 'זה', 'חוזר', 'אליי', 'לא', 'עוזב', 'אמצע', 'יולי', 'על', 'החול', 'החם', 'אני', 'זוכר', 'אותך', 'צוחקת', 'מנשקת', 'הציפורים', 'על', 'חוט', 'התיל', 'שרות', 'בינתיים', 'שיר', 'על', 'התחלה', 'בבוקר', 'הייתי', 'קם', 'מוקדם', 'ספק', 'ישן', 'עף', 'לדרך', 'לכיוון', 'הים', 'נושם', 'אותך', 'כל', 'סנטימטר', 'אך', 'מעבר', 'לא', 'נותר', 'דבר', 'רק', 'השירים', 'שאת', 'אוהבת', 'ערב', 'ערב', 'מנגנים', 'אל', 'תעצור', 'תכה', 'תכה', 'חזק', 'את', 'התופים', 'זאת', 'רק', 'במה', 'אחרת', 'האנשים', 'אותם', 'האנשים', 'כל', 'כך', 'רוצים', 'לדעת', 'שאנחנו', 'עוד', 'חיים', 'ערב', 'ערב', 'אני', 'מזיע', 'את', 'הלב', 'שלי', 'כך', 'גם', 'אותך', 'אהובתי', 'הלהקה', 'תירה', 'צרורות', 'להיט', 'אחרי', 'להיט', 'עד', 'שהלילה', 'יעבור', 'עד', 'שהשמש', 'שוב', 'תאיר', 'תראי', 'נדמה', 'לי', 'שחלפה', 'שנה', 'איך', 'הזמן', 'עובר', 'שוב', 'אמצע', 'יולי', 'רק', 'החום', 'לא', 'השתנה', 'שותה', 'כוס', 'יין', 'רוקדת', 'מסמנת', 'לא', 'מסגירה', 'אם', 'גופה', 'רעב', 'אם', 'היא', 'כועסת', 'אם', 'אוהבת', 'בבוקר', 'אני', 'קם', 'מוקדם', 'מתפשט', 'קופץ', 'למים', 'הקפואים', 'ממריץ', 'דם', 'מתנתק', 'מכל', 'היתר', 'מהעדר', 'ממה', 'שהיה', 'מחכה', 'לבוא', 'הערב', 'בערב', 'ערב', 'מנגנים', 'אל', 'תעצור', 'תכה', 'תכה', 'חזק', 'את', 'התופים', 'זאת', 'רק', 'במה', 'אחרת', 'האנשים', 'אותם', 'האנשים', 'כל', 'כך', 'רוצים', 'לדעת', 'שאנחנו', 'עוד', 'חיים', 'ערב', 'ערב', 'אני', 'מזיע', 'את', 'הלב', 'שלי', 'כך', 'גם', 'אותך', 'אהובתי', 'הלהקה', 'תירה', 'צרורות', 'להיט', 'אחרי', 'להיט', 'עד', 'שהלילה', 'יעבור', 'עד', 'שהשמש', 'שוב', 'תאיר']",ערב ערב,Artist_Idan_Amadi,http://shironet.mako.co.il/artist?type=lyrics&lang=1&prfid=12746&wrkid=55938,194,116
עידן עמדי,"['לבד', 'בין', 'המון', 'אנשים', 'שמוחאים', 'לעצמם', 'כפיים', 'זה', 'כנראה', 'מדבק', 'מאחד', 'לשני', 'רוקדים', 'כולנו', 'קצת', 'אבודים', 'לוגמים', 'עוד', 'טיפה', 'מהיין', 'זה', 'משכיח', 'את', 'הכאבים', 'זוכר', 'אחי', 'לוחש', 'לי', 'תשליך', 'את', 'כל', 'הניסיונות', 'תשליך', 'את', 'כל', 'הכעסים', 'אל', 'המים', 'תשליך', 'את', 'המלחמות', 'תשליך', 'את', 'כל', 'ההרהורים', 'אל', 'השמיים', 'תשליך', 'את', 'כל', 'השקרים', 'תשליך', 'אחי', 'תשליך', 'בצד', 'קל', 'יותר', 'להציץ', 'על', 'הדברים', 'שדילגו', 'מעלינו', 'מהר', 'אני', 'בורח', 'פתאום', 'זה', 'מפחיד', 'למכונית', 'אין', 'לי', 'ממש', 'יעדים', 'אני', 'נוסע', 'ברדיו', 'שומע', 'עוד', 'שיר', 'שהלילה', 'מזכיר', 'את', 'אחי', 'אומר', 'לי', 'תשליך', 'את', 'כל', 'הניסיונות', 'תשליך', 'את', 'כל', 'הכעסים', 'אל', 'המים', 'תשליך', 'את', 'המלחמות', 'תשליך', 'את', 'כל', 'ההרהורים', 'אל', 'השמיים', 'תשליך', 'את', 'כל', 'השקרים', 'תשליך', 'אחי', 'תשליך', 'בים', 'החושך', 'אני', 'צופים', 'על', 'הגלים', 'בינתיים', 'השעה', 'כבר', 'אחת', 'עשרים', 'בוכים', 'מרחוק', 'אחי', 'צועק', 'לי', 'תשליך', 'את', 'כל', 'הניסיונות', 'תשליך', 'את', 'כל', 'הכעסים', 'אל', 'המים', 'תשליך', 'את', 'המלחמות', 'תשליך', 'את', 'כל', 'ההרהורים', 'אל', 'השמיים', 'תשליך', 'את', 'כל', 'השקרים']",תשליך,Artist_Idan_Amadi,http://shironet.mako.co.il/artist?type=lyrics&lang=1&prfid=12746&wrkid=29863,150,73
עידן עמדי,"['עכשיו', 'הדף', 'חלק', 'עכשיו', 'זה', 'מתקדם', 'עכשיו', 'זה', 'קורה', 'עכשיו', 'זה', 'כאן', 'עכשיו', 'פותחים', 'את', 'הקלפים', 'עכשיו', 'זה', 'כואב', 'יש', 'עוד', 'דברים', 'שצריך', 'ללטש', 'עכשיו', 'מפסיק', 'את', 'עצמי', 'לייאש', 'רואים', 'בעיניים', 'בעיניים', 'עכשיו', 'הדף', 'חלק', 'עכשיו', 'זה', 'מסתבך', 'עכשיו', 'זה', 'הולך', 'עכשיו', 'אוסף', 'את', 'הצלילים', 'סוגר', 'חזק', 'עכשיו', 'זה', 'שונה', 'כבר', 'מדליק', 'לעצמי', 'את', 'האש', 'הראש', 'מקשיב', 'הלב', 'לאט', 'מתאושש', 'רואים', 'בעיניים', 'בעיניים', 'עכשיו', 'אני', 'מנגן', 'עכשיו', 'זה', 'בין', 'השורות', 'עכשיו', 'נלחם', 'עם', 'המים', 'אסור', 'את', 'היד', 'להרפות', 'עכשיו', 'אני', 'כאן', 'צועק', 'הוו', 'את', 'כל', 'השתיקות', 'זה', 'בעיניים', 'עכשיו', 'הכל', 'נגמר', 'לועס', 'את', 'השקרים', 'עכשיו', 'הפה', 'מלא', 'זורק', 'את', 'התסריט', 'לפח', 'למי', 'עכשיו', 'הוא', 'כבר', 'משנה', 'לא', 'נאבק', 'במילים', 'לא', 'חושש', 'השכחה', 'היא', 'דבר', 'מתבקש', 'זוכר', 'הכל', 'בעיניים', 'בעיניים', 'עכשיו', 'אני', 'מנגן']",עכשיו,Artist_Idan_Amadi,http://shironet.mako.co.il/artist?type=lyrics&lang=1&prfid=12746&wrkid=28634,122,72
עידן עמדי,"['עד', 'שיעלה', 'היום', 'הבא', 'ישוב', 'השקט', 'כבר', 'לא', 'אשאל', 'אותך', 'מאיפה', 'באת', 'רק', 'אשמח', 'שאת', 'פה', 'את', 'אלפי', 'המשוגעים', 'שבעולם', 'אנעל', 'מחוץ', 'לדלת', 'אוהב', 'אותך', 'כמו', 'שחלמת', 'כמו', 'השיר', 'ככה', 'פשוט', 'עד', 'שיעלה', 'היום', 'הבא', 'תשוב', 'השמש', 'תאיר', 'את', 'שתי', 'עינייך', 'הטובות', 'שייאשתי', 'משום', 'מה', 'אני', 'אלמד', 'לומר', 'מילים', 'גדולות', 'על', 'בית', 'על', 'הדרך', 'אלמד', 'לומר', 'שמצטער', 'שאם', 'תלכי', 'אין', 'לי', 'דבר', 'עד', 'שיעלה', 'היום', 'הבא', 'תאמרי', 'שאת', 'שייכת', 'הבוקר', 'אז', 'יעיר', 'ישטוף', 'הכל', 'אותנו', 'גם', 'עד', 'שיעלה', 'היום', 'אני', 'אפסיק', 'ממך', 'ללכת', 'אהובתי', 'כשיעלה', 'היום', 'תדעי', 'זה', 'לעולם', 'עד', 'שיעלה', 'היום', 'הבא', 'ישוב', 'השקט', 'כבר', 'לא', 'אשאל', 'אותך', 'מאיפה', 'באת', 'רק', 'אשמח', 'שאת', 'פה', 'הפרחים', 'מפוזרים', 'על', 'השולחן', 'הצהובים', 'שאת', 'אוהבת', 'אני', 'אומר', 'שמאמין', 'אני', 'אומר', 'זה', 'עד', 'הסוף', 'עד', 'שיעלה', 'היום', 'הבא', 'תאמרי', 'שאת', 'שייכת', 'הבוקר', 'אז', 'יעיר', 'ישטוף', 'הכל', 'אותנו', 'גם', 'עד', 'שיעלה', 'היום', 'אני', 'אפסיק', 'ממך', 'ללכת', 'אהובתי', 'כשיעלה', 'היום', 'תדעי', 'זה', 'לעולם']",עד שיעלה היום הבא,Artist_Idan_Amadi,http://shironet.mako.co.il/artist?type=lyrics&lang=1&prfid=12746&wrkid=44848,147,77
עידן עמדי,"['הלילה', 'הקרוב', 'כבר', 'התפתח', 'לאיזו', 'מלחמה', 'קרה', 'של', 'משפטי', 'חימה', 'בחרתי', 'לעזוב', 'אני', 'שוכח', 'שפעם', 'כבר', 'שכבתי', 'באותה', 'פינה', 'בלילה', 'הקרוב', 'אני', 'סולח', 'לעצמי', 'על', 'טעויות', 'על', 'שיגעונות', 'גדולה', 'כי', 'פעם', 'רק', 'רציתי', 'לנצח', 'היום', 'אני', 'פוחד', 'רק', 'לא', 'להיות', 'מופסד', 'בחוץ', 'מכוניות', 'הרחוב', 'נוסע', 'ילדים', 'שמשתכרים', 'מחפשים', 'אהבה', 'בין', 'אלפי', 'האנשים', 'אני', 'יודע', 'שבעולם', 'המשוגע', 'הזה', 'כולם', 'בודדים', 'משום', 'מה', 'בלילה', 'הקרוב', 'אני', 'שומע', 'רסיסים', 'ממנגינות', 'שכבר', 'חלפו', 'בזמן', 'הבטחתי', 'לנסות', 'אני', 'יודע', 'חבל', 'שבמציאות', 'זה', 'קצת', 'יותר', 'מורכב', 'בחוץ', 'מכוניות', 'הרחוב', 'נוסע', 'ילדים', 'שמשתכרים', 'מחפשים', 'אהבה', 'בין', 'אלפי', 'האנשים', 'אני', 'יודע', 'שבעולם', 'המשוגע', 'הזה', 'כולם', 'בודדים', 'משום', 'מה', 'בחוץ', 'מכוניות', 'הרחוב', 'נוסע', 'ילדים', 'מסוממים', 'מחפשים', 'קצת', 'שמחה', 'בין', 'אלפי', 'האנשים', 'אני', 'יודע', 'שבעולם', 'החברתי', 'הזה', 'כולם', 'בודדים', 'משום', 'מה']",משום מה,Artist_Idan_Amadi,http://shironet.mako.co.il/artist?type=lyrics&lang=1&prfid=12746&wrkid=35120,121,71
עידן עמדי,"['אני', 'יושב', 'עכשיו', 'קרוב', 'אל', 'השמיים', 'מנסה', 'למצוא', 'תשובות', 'לשאלה', 'על', 'הדרך', 'גם', 'חולץ', 'נעליים', 'חיילים', 'עכשיו', 'עוזבים', 'מרכבה', 'כן', 'אני', 'יושב', 'שם', 'חושב', 'קצת', 'עלייך', 'להכאיב', 'מעט', 'ללב', 'את', 'המשפט', 'הבא', 'את', 'בטח', 'מכירה', 'יום', 'יומיים', 'אני', 'בא', 'בחזרה', 'נגמר', 'נגמר', 'נגמר', 'בדרך', 'כשיצאנו', 'אל', 'הבית', 'אז', 'עצרנו', 'בפלאפל', 'בפינה', 'אנשים', 'שם', 'הסתכלו', 'מחאו', 'כפיים', 'הגיבורים', 'שלנו', 'אמרו', 'באהבה', 'אני', 'עומד', 'שם', 'מסתתר', 'קצת', 'גדול', 'עלי', 'להיות', 'זה', 'ששומר', 'בין', 'ביס', 'לביס', 'עולה', 'בי', 'מחשבה', 'לעזאזל', 'כמה', 'גיבורים', 'יש', 'במדינה', 'נגמר', 'נגמר', 'נגמר', 'מאז', 'אפשר', 'למנות', 'כמעט', 'שנתיים', 'היום', 'אני', 'עסוק', 'בהשלמה', 'בעוד', 'רגע', 'כבר', 'אשמע', 'את', 'הכפיים', 'אז', 'אצעק', 'בכל', 'כוחי', 'מהבמה', 'אם', 'שומעים', 'אם', 'מקשיבים', 'עוד', 'אפשר', 'למצוא', 'כאב', 'בין', 'המילים', 'מבטיח', 'לא', 'אכתוב', 'על', 'זה', 'יותר', 'רק', 'בפעם', 'הבאה', 'שאשבר', 'נגמר', 'נגמר', 'נגמר', 'יש', 'מדינה', 'אחת', 'על', 'יד', 'ירושלים', 'שם', 'עדיין', 'משתוללת', 'מלחמה', 'כי', 'אנשים', 'שם', 'מאבדים', 'את', 'העיניים', 'לא', 'מחכים', 'לגיבורים', 'באף', 'פינה', 'נגמר', 'נגמר', 'נגמר']",נגמר,Artist_Idan_Amadi,http://shironet.mako.co.il/artist?type=lyrics&lang=1&prfid=12746&wrkid=34130,151,114
עידן עמדי,"['הכל', 'נראה', 'רחוק', 'כאן', 'מהמרפסת', 'זו', 'סיגריה', 'אחרונה', 'לפני', 'שאני', 'נרגע', 'חושב', 'על', 'כל', 'המסכנים', 'האלה', 'שבויים', 'כאלה', 'חיים', 'אותו', 'חלום', 'או', 'אשליה', 'אותה', 'אישה', 'כלב', 'בראש', 'שלי', 'הכל', 'אחרת', 'את', 'שוכבת', 'במיטה', 'הילדים', 'רצים', 'בחדר', 'הבוקר', 'בא', 'מוקדם', 'הכל', 'נראה', 'רחוק', 'כאן', 'מהמרפסת', 'סוחב', 'סיגריה', 'אחרונה', 'לפני', 'שאני', 'נכנע', 'חושב', 'על', 'כל', 'המסכנים', 'האלה', 'שבויים', 'כאלה', 'חיים', 'אותו', 'חלום', 'או', 'אשליה', 'רודפים', 'אחרי', 'השמש', 'בראש', 'שלי', 'הכל', 'אחרת', 'את', 'שוכבת', 'במיטה', 'הילדים', 'רצים', 'בחדר', 'הבוקר', 'בא', 'מוקדם', 'בראש', 'שלי', 'המנגינה', 'חוזרת', 'את', 'מחייכת', 'במיטה', 'הילדים', 'רצים', 'בחדר', 'הבוקר', 'בא', 'מוקדם']",מרפסת,Artist_Idan_Amadi,http://shironet.mako.co.il/artist?type=lyrics&lang=1&prfid=12746&wrkid=44850,91,46
